,Ticket ID,Client ID,Ticket Status,Agent,Categoria,Brand,Creation Date,Last Update Date,Satisfação
128,10552,4423,Closed,Agent19,Category43,Brand0,2024-05-29,2024-05-30,Unoffered
129,16820,1929,Closed,Agent33,Category39,Brand0,2024-05-29,2024-06-06,Unoffered
130,4187,11236,Closed,Agent17,Category22,Brand0,2024-05-29,2024-05-30,Good
131,9178,14158,Closed,Agent5,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
132,11920,5465,Closed,Agent15,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
133,4338,16629,Closed,Agent33,Category11,Brand0,2024-05-29,2024-06-06,Unoffered
134,8385,18318,Closed,Agent14,Category22,Brand0,2024-05-29,2024-05-30,Unoffered
135,3271,9743,Closed,Agent33,Category39,Brand0,2024-05-29,2024-06-07,Unoffered
136,10168,14101,Closed,Agent19,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
137,2376,2790,Closed,Agent6,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
138,18045,4391,Closed,Agent6,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
139,207,18236,Closed,Agent19,Category43,Brand0,2024-05-29,2024-05-30,Unoffered
140,7499,11416,Closed,Agent6,Category23,Brand0,2024-05-29,2024-06-01,Unoffered
141,716,7529,Closed,Agent26,Category13,Brand0,2024-05-29,2024-05-30,Good
142,82,10233,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Good
143,10495,12769,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
144,17308,13181,Closed,Agent19,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
145,16617,12127,Closed,Agent14,Category11,Brand0,2024-05-29,2024-05-30,Unoffered
146,2175,5539,Closed,Agent0,Category11,Brand0,2024-05-29,2024-05-31,Unoffered
147,17986,4783,Closed,Agent32,Category11,Brand0,2024-05-29,2024-05-30,Unoffered
148,5285,12933,Closed,Agent23,Category39,Brand0,2024-05-29,2024-06-05,Good
149,18256,6633,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
150,1495,8878,Closed,Agent5,Category39,Brand0,2024-05-29,2024-05-30,Good
151,446,7850,Closed,Agent6,Category39,Brand0,2024-05-29,2024-05-30,Good
152,1810,4996,Closed,Agent7,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
153,5154,446,Closed,Agent34,Category53,Brand0,2024-05-29,2024-05-30,Unoffered
154,14570,9191,Closed,Agent4,Category40,Brand0,2024-05-29,2024-05-30,Good
155,10305,8040,Closed,Agent25,Category39,Brand0,2024-05-29,2024-06-01,Bad
156,11531,14635,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
157,16552,13369,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
158,9876,18303,Closed,Agent11,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
159,3730,14444,Closed,Agent22,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
160,3285,2363,Closed,Agent14,Category43,Brand0,2024-05-29,2024-05-30,Good
161,12287,11989,Closed,Agent26,Category54,Brand0,2024-05-29,2024-06-12,Unoffered
162,11165,4191,Closed,Agent32,Category11,Brand0,2024-05-29,2024-05-30,Unoffered
163,2542,6405,Closed,Agent13,Category43,Brand0,2024-05-29,2024-05-30,Unoffered
164,9242,4172,Closed,Agent35,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
165,9669,4285,Closed,Agent24,Category55,Brand0,2024-05-29,2024-05-30,Unoffered
166,1337,4446,Closed,Agent36,Category43,Brand0,2024-05-29,2024-05-30,Good
167,7529,12384,Closed,Agent23,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
168,17184,10271,Closed,Agent37,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
169,9447,18194,Closed,Agent36,Category56,Brand0,2024-05-29,2024-06-04,Good
170,7599,13920,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Good
171,351,9312,Closed,Agent32,Category57,Brand0,2024-05-29,2024-05-30,Unoffered
172,17269,6737,Closed,Agent36,Category48,Brand0,2024-05-29,2024-05-30,Unoffered
173,17113,13794,Closed,Agent25,Category21,Brand0,2024-05-29,2024-05-30,Unoffered
174,10442,6255,Closed,Agent20,Category43,Brand0,2024-05-29,2024-05-30,Good
175,17985,951,Closed,Agent5,Category23,Brand0,2024-05-29,2024-05-30,Unoffered
176,17578,6586,Closed,Agent16,Category45,Brand0,2024-05-29,2024-05-30,Unoffered
177,15244,13381,Closed,Agent26,Category36,Brand0,2024-05-29,2024-05-30,Unoffered
178,618,14099,Closed,Agent23,Category12,Brand0,2024-05-29,2024-05-30,Unoffered
179,16959,15087,Closed,Agent5,Category58,Brand0,2024-05-29,2024-05-30,Good
180,9130,13017,Closed,Agent9,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
181,13526,3926,Closed,Agent9,Category4,Brand0,2024-05-29,2024-05-30,Good
182,10964,5777,Closed,Agent14,Category43,Brand0,2024-05-29,2024-06-11,Good
183,4066,4721,Closed,Agent19,Category44,Brand0,2024-05-29,2024-06-04,Good
184,8184,1108,Closed,Agent4,Category38,Brand0,2024-05-29,2024-05-30,Unoffered
185,12760,9680,Closed,Agent13,Category43,Brand0,2024-05-29,2024-05-30,Unoffered
186,7889,8399,Closed,Agent4,Category59,Brand0,2024-05-29,2024-06-01,Offered
187,9142,8327,Closed,Agent32,Category11,Brand0,2024-05-29,2024-05-30,Unoffered
188,7247,12656,Closed,Agent23,Category39,Brand0,2024-05-29,2024-06-01,Bad
189,12991,14436,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
190,4950,7694,Closed,Agent16,Category45,Brand0,2024-05-29,2024-05-30,Good
191,13014,7901,Closed,Agent5,Category39,Brand0,2024-05-29,2024-05-30,Good
192,12665,16183,Closed,Agent5,Category23,Brand0,2024-05-29,2024-06-01,Unoffered
193,14891,5096,Closed,Agent38,Category39,Brand0,2024-05-29,2024-05-29,Unoffered
194,4538,12022,Closed,Agent38,Category54,Brand0,2024-05-29,2024-05-29,Unoffered
195,8598,1969,Closed,Agent38,Category4,Brand0,2024-05-29,2024-05-29,Unoffered
196,16264,8713,Closed,Agent38,Category4,Brand0,2024-05-29,2024-05-29,Unoffered
197,17566,11608,Closed,Agent38,Category4,Brand0,2024-05-29,2024-05-29,Unoffered
198,7296,4527,Closed,Agent38,Category39,Brand0,2024-05-29,2024-05-29,Unoffered
199,253,4501,Closed,Agent38,Category39,Brand0,2024-05-29,2024-05-29,Unoffered
200,888,2806,Closed,Agent27,Category44,Brand0,2024-05-29,2024-05-30,Good
201,1594,10594,Closed,Agent38,Category27,Brand0,2024-05-29,2024-05-29,Unoffered
202,7387,15356,Closed,Agent38,Category60,Brand0,2024-05-29,2024-05-29,Unoffered
203,9749,17898,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
204,6144,8722,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
205,10292,2247,Closed,Agent25,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
206,12420,9948,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
207,15233,1841,Closed,Agent33,Category4,Brand0,2024-05-29,2024-06-06,Good
208,9090,10708,Closed,Agent9,Category0,Brand0,2024-05-29,2024-05-30,Unoffered
209,11974,14929,Closed,Agent19,Category38,Brand0,2024-05-29,2024-06-04,Unoffered
210,16915,10946,Closed,Agent23,Category0,Brand0,2024-05-29,2024-05-30,Unoffered
211,3402,15462,Closed,Agent33,Category39,Brand0,2024-05-29,2024-06-07,Good
212,17950,2923,Closed,Agent14,Category43,Brand0,2024-05-29,2024-05-30,Unoffered
213,5286,13218,Closed,Agent28,Category49,Brand0,2024-05-29,2024-05-30,Unoffered
214,11453,7247,Closed,Agent27,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
215,1250,17165,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
216,15826,8302,Closed,Agent25,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
217,16503,135,Closed,Agent21,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
218,1030,10715,Closed,Agent5,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
219,8210,3216,Closed,Agent5,Category23,Brand0,2024-05-29,2024-06-01,Unoffered
220,6027,3446,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Good
221,12909,16743,Closed,Agent26,Category12,Brand0,2024-05-29,2024-05-30,Unoffered
222,10871,16254,Closed,Agent35,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
223,12749,13558,Closed,Agent5,Category4,Brand0,2024-05-29,2024-05-30,Good
224,8985,2911,Closed,Agent14,Category38,Brand0,2024-05-29,2024-05-30,Unoffered
225,10145,4758,Closed,Agent11,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
226,14068,9640,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
227,15212,15659,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Good
228,6966,18232,Closed,Agent4,Category38,Brand0,2024-05-29,2024-05-30,Unoffered
229,16151,3327,Closed,Agent33,Category39,Brand0,2024-05-29,2024-06-07,Good
230,15332,1814,Closed,Agent18,Category40,Brand0,2024-05-29,2024-05-30,Unoffered
231,1915,6347,Closed,Agent7,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
232,1394,10231,Closed,Agent13,Category43,Brand0,2024-05-29,2024-05-30,Good
233,8138,1933,Closed,Agent6,Category15,Brand0,2024-05-29,2024-06-01,Good
234,7434,6167,Closed,Agent30,Category21,Brand0,2024-05-29,2024-05-30,Unoffered
235,12776,10948,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
236,10968,15959,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
237,5453,10426,Closed,Agent19,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
238,6594,7152,Closed,Agent7,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
239,1188,16975,Closed,Agent2,Category35,Brand0,2024-05-29,2024-06-01,Good
240,4634,6104,Closed,Agent18,Category40,Brand0,2024-05-29,2024-05-30,Good
241,12413,15485,Closed,Agent20,Category61,Brand0,2024-05-29,2024-06-04,Unoffered
242,8849,2780,Closed,Agent10,Category62,Brand0,2024-05-29,2024-05-30,Good
243,8353,3871,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Good
244,5257,15316,Closed,Agent16,Category4,Brand0,2024-05-29,2024-05-30,Good
245,5976,9020,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
246,15157,12283,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
247,6142,6242,Closed,Agent17,Category41,Brand0,2024-05-29,2024-05-30,Unoffered
248,17453,9165,Closed,Agent20,Category23,Brand0,2024-05-29,2024-06-01,Bad
249,16343,9104,Closed,Agent4,Category10,Brand0,2024-05-29,2024-06-01,Offered
250,11321,13171,Closed,Agent2,Category40,Brand0,2024-05-29,2024-05-30,Good
251,3102,6914,Closed,Agent2,Category45,Brand0,2024-05-29,2024-05-30,Unoffered
252,7299,3741,Closed,Agent19,Category39,Brand0,2024-05-29,2024-05-30,Good
253,17030,2100,Closed,Agent7,Category63,Brand0,2024-05-29,2024-06-01,Unoffered
254,10239,10205,Closed,Agent35,Category44,Brand0,2024-05-29,2024-05-30,Good
255,17269,559,Closed,Agent36,Category43,Brand0,2024-05-29,2024-05-30,Unoffered
256,13077,2249,Closed,Agent19,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
257,6004,4849,Closed,Agent2,Category40,Brand0,2024-05-29,2024-05-30,Unoffered
258,5448,2358,Closed,Agent39,Category22,Brand0,2024-05-29,2024-05-30,Good
259,13025,7643,Closed,Agent38,Category39,Brand0,2024-05-29,2024-05-29,Unoffered
260,4262,5169,Closed,Agent26,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
261,942,10079,Closed,Agent24,Category64,Brand0,2024-05-29,2024-05-30,Good
262,7902,11615,Closed,Agent24,Category64,Brand0,2024-05-29,2024-05-30,Good
263,14485,6904,Closed,Agent26,Category15,Brand0,2024-05-29,2024-05-30,Unoffered
264,5008,16449,Closed,Agent40,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
265,5442,5809,Closed,Agent12,Category23,Brand0,2024-05-29,2024-05-30,Unoffered
266,12712,3932,Closed,Agent33,Category39,Brand0,2024-05-29,2024-06-07,Unoffered
267,17668,10861,Closed,Agent22,Category65,Brand0,2024-05-29,2024-05-30,Good
268,17797,13072,Closed,Agent37,Category4,Brand0,2024-05-29,2024-05-30,Good
269,9708,18096,Closed,Agent28,Category49,Brand0,2024-05-29,2024-05-30,Unoffered
270,6875,16157,Closed,Agent23,Category66,Brand0,2024-05-29,2024-06-04,Unoffered
271,10706,1240,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
272,15222,3423,Closed,Agent5,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
273,913,12060,Closed,Agent27,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
274,15485,6322,Closed,Agent4,Category38,Brand0,2024-05-29,2024-05-30,Good
275,5525,2900,Closed,Agent5,Category62,Brand0,2024-05-29,2024-06-03,Offered
276,10788,5523,Closed,Agent28,Category49,Brand0,2024-05-29,2024-06-01,Good
277,11794,694,Closed,Agent30,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
278,303,11418,Closed,Agent24,Category55,Brand0,2024-05-29,2024-05-30,Unoffered
279,12323,14544,Closed,Agent27,Category44,Brand0,2024-05-29,2024-05-30,Good
280,18007,13200,Closed,Agent36,Category48,Brand0,2024-05-29,2024-05-30,Unoffered
281,2457,11752,Closed,Agent6,Category46,Brand0,2024-05-29,2024-05-30,Unoffered
282,5180,7212,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
283,8713,10071,Closed,Agent32,Category11,Brand0,2024-05-29,2024-05-30,Unoffered
284,12711,9874,Closed,Agent5,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
285,15084,17234,Closed,Agent23,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
286,11534,18286,Closed,Agent15,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
287,14754,9739,Closed,Agent19,Category1,Brand0,2024-05-29,2024-06-05,Unoffered
288,14604,3824,Closed,Agent25,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
289,5056,8764,Closed,Agent36,Category43,Brand0,2024-05-29,2024-05-30,Good
290,8834,11268,Closed,Agent5,Category12,Brand0,2024-05-29,2024-06-01,Offered
291,5798,3130,Closed,Agent34,Category12,Brand0,2024-05-29,2024-05-30,Unoffered
292,1070,2940,Closed,Agent13,Category43,Brand0,2024-05-29,2024-05-31,Unoffered
293,11732,3704,Closed,Agent7,Category39,Brand0,2024-05-29,2024-05-30,Good
294,9498,12988,Closed,Agent35,Category4,Brand0,2024-05-29,2024-05-30,Unoffered
295,17653,9946,Closed,Agent40,Category0,Brand0,2024-05-29,2024-05-30,Good
296,3204,4062,Closed,Agent7,Category38,Brand0,2024-05-29,2024-05-30,Unoffered
297,5167,16019,Closed,Agent28,Category49,Brand0,2024-05-29,2024-05-30,Unoffered
298,6872,5702,Closed,Agent32,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
299,11832,17177,Closed,Agent6,Category5,Brand0,2024-05-29,2024-06-01,Offered
300,8931,15882,Closed,Agent37,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
301,2565,7747,Closed,Agent25,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
302,12002,15533,Closed,Agent18,Category40,Brand0,2024-05-29,2024-05-30,Unoffered
303,9094,9481,Closed,Agent30,Category44,Brand0,2024-05-29,2024-05-30,Unoffered
304,15611,12272,Closed,Agent9,Category62,Brand0,2024-05-29,2024-05-30,Unoffered
305,4288,59,Closed,Agent25,Category39,Brand0,2024-05-29,2024-05-30,Unoffered
306,7185,9922,Closed,Agent14,Category23,Brand0,2024-05-29,2024-05-30,Unoffered
307,12219,16010,Closed,Agent32,Category11,Brand0,2024-05-29,2024-05-30,Unoffered
